customer_id,months_as_customer,age,policy_state,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
10789,119,34,IL,1299.18,1101000,463271,FEMALE,College,tech-support,hiking,08-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998
10790,169,34,IN,1469.75,1101000,458132,FEMALE,JD,sales,reading,16-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012
10791,225,39,OH,1390.72,1101000,448949,MALE,Masters,tech-support,paintball,20-02-2015,Parked Car,?,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011
10792,84,32,IL,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,30-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,X6,1995
10793,169,39,OH,1140.15,1101000,608929,MALE,High School,armed-forces,exercise,19-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015
10794,124,32,IN,1310.71,1101000,469875,FEMALE,Masters,farming-fishing,kayaking,25-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003
10795,320,48,IL,1730.49,7000000,443342,MALE,College,transport-moving,hiking,24-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995
10796,297,47,IN,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999
10797,421,56,IN,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,12-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,E400,2004
10798,136,33,OH,855.14,1101000,458582,FEMALE,PhD,craft-repair,paintball,04-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015
10799,46,24,OH,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,02-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,1999
10800,34,24,IN,1550.53,1101000,435632,FEMALE,MD,armed-forces,dancing,01-02-2015,Parked Car,?,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960,660,660,2640,Audi,A3,1998
10801,95,30,IL,1370.92,1101000,442206,MALE,College,transport-moving,video-games,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,MDX,1999
10802,140,36,IN,1363.59,1101000,468303,FEMALE,JD,armed-forces,kayaking,08-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000
10803,200,34,IN,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,22-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009
10804,123,29,IN,1209.63,1101000,447188,FEMALE,Masters,machine-op-inspct,chess,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014
10805,267,46,OH,1111.17,1101000,469438,MALE,MD,craft-repair,base-jumping,03-02-2015,Parked Car,?,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995
10806,290,42,IN,989.97,1101000,462519,MALE,Masters,machine-op-inspct,kayaking,20-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013
10807,45,37,IN,1114.23,1101000,432534,MALE,College,prof-specialty,dancing,01-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005
10808,186,38,IN,1347.31,1101000,436467,FEMALE,JD,protective-serv,dancing,02-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995
10809,135,34,IL,1687.53,1101000,465674,FEMALE,JD,protective-serv,base-jumping,23-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,A3,2009
10810,110,33,IN,1183.48,1101000,442389,MALE,Associate,other-service,bungie-jumping,26-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,2015
10811,259,43,IL,1537.13,1101000,471614,FEMALE,PhD,handlers-cleaners,kayaking,02-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012
10812,114,30,OH,1173.25,1101000,442936,FEMALE,Masters,protective-serv,dancing,25-02-2015,Vehicle Theft,?,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013
10813,404,56,IN,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,15-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005
10814,282,48,OH,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,09-02-2015,Vehicle Theft,?,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520,640,320,2560,Accura,MDX,2013
10815,57,25,IL,1143.06,1101000,469363,FEMALE,Masters,tech-support,dancing,16-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010
10816,215,38,IN,1405.71,1101000,465376,FEMALE,PhD,craft-repair,camping,01-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008
10817,140,30,IL,1354.2,1101000,438775,FEMALE,College,adm-clerical,bungie-jumping,10-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006
10818,250,42,IN,1055.6,1101000,457962,MALE,High School,exec-managerial,paintball,03-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009
10819,286,41,IL,999.43,1101000,477947,MALE,College,prof-specialty,paintball,01-01-2015,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,Malibu,2009
10820,356,47,IN,1155.97,1101000,431104,MALE,High School,prof-specialty,camping,23-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,RAM,2009
10821,65,29,IL,1726.91,1101000,456570,MALE,High School,other-service,basketball,28-01-2015,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,?,0,0,?,7200,720,1440,5040,Audi,A5,1999
10822,187,34,IN,1232.57,1101000,612986,FEMALE,PhD,machine-op-inspct,polo,22-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011
10823,386,53,OH,1078.65,1101000,615730,MALE,JD,craft-repair,camping,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006
10824,197,41,OH,1324.78,1101000,478640,FEMALE,PhD,prof-specialty,basketball,10-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997
10825,166,37,IN,1518.54,1101000,470510,FEMALE,MD,craft-repair,kayaking,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001
10826,293,49,IL,1239.06,1101000,439360,FEMALE,JD,transport-moving,skydiving,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002
10827,179,32,OH,1246.68,1101000,440251,FEMALE,PhD,priv-house-serv,movies,28-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006
10828,76,24,OH,1622.67,1101000,600313,FEMALE,MD,priv-house-serv,paintball,18-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997
10829,105,28,OH,1082.36,1101000,452216,FEMALE,Associate,prof-specialty,golf,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995
10830,97,26,OH,1270.55,1101000,478532,MALE,Masters,protective-serv,chess,20-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006
10831,148,36,IL,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,10-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009
10832,77,26,IL,785.82,1101000,620207,MALE,JD,exec-managerial,movies,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,2009
10833,295,46,IN,1265.84,1101000,605743,FEMALE,JD,prof-specialty,paintball,16-01-2015,Vehicle Theft,?,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007
10834,126,28,IN,1508.9,1101000,472814,FEMALE,JD,machine-op-inspct,skydiving,01-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,2011
10835,132,32,OH,1106.84,1101000,464362,MALE,PhD,other-service,reading,07-01-2015,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005
10836,370,55,IN,1389.13,7000000,456203,MALE,JD,other-service,basketball,17-02-2015,Vehicle Theft,?,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015
10837,257,43,IN,974.84,1101000,468984,FEMALE,JD,transport-moving,kayaking,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006
10838,9,24,IL,1304.46,1101000,473349,FEMALE,PhD,machine-op-inspct,golf,31-01-2015,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001
10839,185,34,OH,1257.36,1101000,474771,FEMALE,PhD,armed-forces,movies,27-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000
10840,234,43,OH,1257.04,1101000,448294,MALE,Associate,protective-serv,reading,01-03-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011
10841,253,44,OH,719.52,1101000,606606,FEMALE,High School,farming-fishing,golf,13-02-2015,Parked Car,?,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998
10842,233,39,OH,1524.18,1101000,605220,MALE,JD,craft-repair,reading,08-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999
10843,274,44,IN,1395.58,1101000,466612,FEMALE,JD,tech-support,reading,05-02-2015,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000
10844,297,48,IL,1243.68,1101000,463331,MALE,Masters,protective-serv,camping,20-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,2002
10845,273,47,OH,1189.04,1101000,457843,FEMALE,Associate,prof-specialty,video-games,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014
10846,147,37,IN,1375.29,1101000,609226,FEMALE,Masters,armed-forces,chess,31-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,2015
10847,285,42,IN,1389.13,1101000,452942,MALE,Associate,priv-house-serv,golf,23-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,2005
10848,289,43,OH,1387.51,1101000,609390,FEMALE,Associate,sales,base-jumping,11-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010
10849,427,60,IN,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,20-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004
10850,380,53,IL,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,24-02-2015,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001
10851,13,21,IN,1556.31,1101000,463809,MALE,Associate,prof-specialty,golf,19-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014
10852,282,43,OH,1452.27,1101000,611996,MALE,MD,farming-fishing,video-games,08-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007
10853,312,47,OH,1212.07,1101000,459298,FEMALE,MD,exec-managerial,polo,01-03-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000
10854,266,46,OH,1578.54,1101000,468158,MALE,Associate,handlers-cleaners,chess,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996
10855,30,36,IN,1488.26,1101000,440831,FEMALE,College,machine-op-inspct,golf,28-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008
10856,198,36,IN,1096.39,1101000,603848,MALE,High School,armed-forces,kayaking,26-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015
10857,290,45,OH,1215.36,1101000,617739,MALE,Associate,tech-support,reading,31-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012
10858,260,46,OH,1482.57,1101000,607133,MALE,MD,priv-house-serv,reading,20-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005
10859,233,43,OH,954.18,1101000,437470,FEMALE,College,tech-support,dancing,17-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000
10860,130,30,IL,1193.4,1101000,461372,MALE,PhD,exec-managerial,bungie-jumping,02-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005
10861,230,42,IN,1023.11,1101000,476130,FEMALE,MD,adm-clerical,golf,06-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999
10862,212,40,IL,1524.45,1101000,452438,FEMALE,Masters,other-service,golf,11-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006
10863,299,44,OH,1653.32,1101000,460517,FEMALE,College,other-service,bungie-jumping,25-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009
10864,91,26,IL,1022.46,1101000,444896,FEMALE,Associate,armed-forces,video-games,23-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996
10865,398,53,IL,1396.43,1101000,448722,FEMALE,Associate,priv-house-serv,base-jumping,29-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000
10866,218,43,IL,1521.55,1101000,477856,FEMALE,Associate,priv-house-serv,polo,02-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003
10867,152,33,IN,1034.27,1101000,617721,FEMALE,JD,armed-forces,exercise,06-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014
10868,212,39,OH,1255.35,1101000,454176,FEMALE,JD,protective-serv,skydiving,14-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008
10869,242,44,IL,1396.89,6000000,618127,FEMALE,College,priv-house-serv,chess,04-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999
10870,80,27,OH,795.31,1101000,441923,MALE,JD,farming-fishing,skydiving,12-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,2000
10871,260,43,IN,982.22,1101000,604279,FEMALE,JD,exec-managerial,skydiving,12-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011
10872,133,34,IN,1074.07,1101000,440833,FEMALE,JD,prof-specialty,bungie-jumping,28-01-2015,Parked Car,?,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013
10873,290,45,OH,1311.3,1101000,451550,FEMALE,Associate,machine-op-inspct,chess,10-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001
10874,322,49,IL,1277.12,1101000,431853,FEMALE,PhD,armed-forces,kayaking,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007
10875,228,39,IN,1388.62,1101000,614274,FEMALE,JD,sales,reading,19-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995
10876,195,37,IL,1406.52,8000000,619148,MALE,MD,tech-support,base-jumping,28-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002
10877,247,39,IN,1558.29,1101000,456781,FEMALE,Masters,protective-serv,reading,16-02-2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000
10878,405,57,IN,1132.47,4000000,434293,MALE,MD,priv-house-serv,exercise,08-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008
10879,144,37,OH,1896.91,1101000,460895,FEMALE,PhD,handlers-cleaners,sleeping,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015
10880,338,47,IL,1143.46,4000000,601600,MALE,MD,priv-house-serv,polo,18-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,2002
10881,121,34,IN,1285.42,1101000,465440,MALE,MD,priv-house-serv,video-games,21-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000
10882,398,55,OH,1305.26,1101000,455482,MALE,MD,farming-fishing,skydiving,08-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998
10883,9,30,IL,1073.83,1101000,438877,FEMALE,High School,machine-op-inspct,dancing,02-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011
10884,115,31,OH,1051.67,1101000,479824,FEMALE,Associate,exec-managerial,bungie-jumping,01-03-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005
10885,280,48,IL,1387.35,1101000,477415,MALE,JD,transport-moving,paintball,04-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998
10886,254,45,IL,1083.64,1101000,614372,MALE,JD,other-service,paintball,27-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,?,79680,13280,13280,53120,BMW,3 Series,2004
10887,141,30,IL,1851.78,1101000,465248,FEMALE,High School,craft-repair,exercise,09-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002
10888,441,55,IN,1270.29,4000000,449421,MALE,College,armed-forces,exercise,19-02-2015,Parked Car,?,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002
10889,381,55,OH,1459.99,1101000,445856,FEMALE,MD,other-service,chess,12-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011
10890,191,38,IL,1253.44,1101000,608525,FEMALE,Masters,craft-repair,sleeping,07-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007
10891,145,34,IN,1142.48,1101000,608813,FEMALE,JD,priv-house-serv,sleeping,13-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012
10892,479,60,IL,1188.45,1101000,459295,FEMALE,MD,exec-managerial,camping,18-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006
10893,215,35,IL,1125.4,1101000,606144,MALE,Masters,adm-clerical,yachting,15-01-2015,Vehicle Theft,?,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001
